zzz ***Sun Mar 7 06:38:00 EST 2021
Linux 5.3.18-lp152.60-default (proxima.internal.paredes.pw) 	03/07/2021 	_x86_64_	(20 CPU)

06:38:00 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:38:30 PM     0        36    0.00    0.00    0.00    0.00    0.00     4  ksoftirqd/4
06:38:30 PM     0        41    0.00    0.00    0.00    0.00    0.00     5  migration/5
06:38:30 PM     0        42    0.00    0.00    0.00    0.00    0.00     5  ksoftirqd/5
06:38:30 PM     0        47    0.00    0.00    0.00    0.00    0.00     6  migration/6
06:38:30 PM     0        48    0.00    0.00    0.00    0.00    0.00     6  ksoftirqd/6
06:38:30 PM     0        53    0.00    0.00    0.00    0.00    0.00     7  migration/7
06:38:30 PM     0        54    0.00    0.00    0.00    0.00    0.00     7  ksoftirqd/7
06:38:30 PM     0        59    0.00    0.00    0.00    0.00    0.00     8  migration/8
06:38:30 PM     0        60    0.00    0.00    0.00    0.00    0.00     8  ksoftirqd/8
06:38:30 PM     0        65    0.00    0.00    0.00    0.00    0.00     9  migration/9
06:38:30 PM     0        66    0.00    0.00    0.00    0.00    0.00     9  ksoftirqd/9
06:38:30 PM     0        71    0.00    0.00    0.00    0.00    0.00    10  migration/10
06:38:30 PM     0        72    0.00    0.00    0.00    0.00    0.00    10  ksoftirqd/10
06:38:30 PM     0        77    0.00    0.00    0.00    0.00    0.00    11  migration/11
06:38:30 PM     0        78    0.00    0.00    0.00    0.00    0.00    11  ksoftirqd/11
06:38:30 PM     0        83    0.00    0.00    0.00    0.00    0.00    12  migration/12
06:38:30 PM     0        84    0.00    0.00    0.00    0.00    0.00    12  ksoftirqd/12
06:38:30 PM     0        89    0.00    0.00    0.00    0.00    0.00    13  migration/13
06:38:30 PM     0        90    0.00    0.00    0.00    0.00    0.00    13  ksoftirqd/13
06:38:30 PM     0        95    0.00    0.00    0.00    0.00    0.00    14  migration/14
06:38:30 PM     0        96    0.00    0.00    0.00    0.00    0.00    14  ksoftirqd/14
06:38:30 PM     0       101    0.00    0.00    0.00    0.00    0.00    15  migration/15
06:38:30 PM     0       102    0.00    0.00    0.00    0.00    0.00    15  ksoftirqd/15
06:38:30 PM     0       107    0.00    0.00    0.00    0.00    0.00    16  migration/16
06:38:30 PM     0       108    0.00    0.00    0.00    0.00    0.00    16  ksoftirqd/16
06:38:30 PM     0       113    0.00    0.00    0.00    0.00    0.00    17  migration/17
06:38:30 PM     0       114    0.00    0.00    0.00    0.00    0.00    17  ksoftirqd/17
06:38:30 PM     0       119    0.00    0.00    0.00    0.00    0.00    18  migration/18
06:38:30 PM     0       120    0.00    0.00    0.00    0.00    0.00    18  ksoftirqd/18
06:38:30 PM     0       125    0.00    0.00    0.00    0.00    0.00    19  migration/19
06:38:30 PM     0       126    0.00    0.00    0.00    0.00    0.00    19  ksoftirqd/19
06:38:30 PM     0       133    0.00    0.00    0.00    0.00    0.00     4  kauditd
06:38:30 PM     0       140    0.00    0.00    0.00    0.00    0.00     0  kcompactd0
06:38:30 PM     0       142    0.00    0.00    0.00    0.00    0.00     5  khugepaged
06:38:30 PM     0       214    0.00    0.00    0.00    0.00    0.00     3  kswapd0
06:38:30 PM     0       273    0.00    0.00    0.00    0.00    0.00     2  kworker/2:1H-kblockd
06:38:30 PM     0       274    0.00    0.00    0.00    0.00    0.00     0  kworker/0:1H-kblockd
06:38:30 PM     0       277    0.00    0.00    0.00    0.00    0.00     3  kworker/3:1H-kblockd
06:38:30 PM     0       278    0.00    0.00    0.00    0.00    0.00    16  kworker/16:1H-kblockd
06:38:30 PM     0       279    0.00    0.00    0.00    0.00    0.00     6  kworker/6:1H-kblockd
06:38:30 PM     0       602    0.00    0.00    0.00    0.00    0.00     0  usb-storage
06:38:30 PM     0       608    0.00    0.00    0.00    0.00    0.01     3  usb-storage
06:38:30 PM     0       665    0.00    0.00    0.00    0.00    0.00    18  kworker/18:1H-kblockd
06:38:30 PM     0       666    0.00    0.00    0.00    0.00    0.00     4  kworker/4:1H-kblockd
06:38:30 PM     0       676    0.00    0.00    0.00    0.00    0.00    10  kworker/10:1H-kblockd
06:38:30 PM     0       678    0.00    0.00    0.00    0.00    0.00     5  kworker/5:1H-kblockd
06:38:30 PM     0       679    0.00    0.00    0.00    0.00    0.00    13  kworker/13:1H-kblockd
06:38:30 PM     0       712    0.00    0.00    0.00    0.00    0.00     2  btrfs-cleaner
06:38:30 PM     0       713    0.00    0.01    0.00    0.00    0.01     9  btrfs-transacti
06:38:30 PM     0       720    0.00    0.00    0.00    0.00    0.00     7  kworker/7:1H-kblockd
06:38:30 PM     0       746    0.00    0.00    0.00    0.00    0.00     9  kworker/9:1H-kblockd
06:38:30 PM     0       752    0.00    0.00    0.00    0.00    0.00    14  kworker/14:1H-kblockd
06:38:30 PM     0       753    0.00    0.00    0.00    0.00    0.00     8  kworker/8:1H-kblockd
06:38:30 PM     0       760    0.00    0.00    0.00    0.00    0.00    12  kworker/12:1H-kblockd
06:38:30 PM     0       773    0.00    0.00    0.00    0.00    0.00    11  kworker/11:1H-kblockd
06:38:30 PM     0       775    0.00    0.00    0.00    0.00    0.00    19  kworker/19:1H-kblockd
06:38:30 PM     0       789    0.00    0.00    0.00    0.00    0.00    15  kworker/15:1H-kblockd
06:38:30 PM     0       795    0.00    0.00    0.00    0.00    0.00     1  kworker/1:1H-kblockd
06:38:30 PM     0       796    0.00    0.00    0.00    0.00    0.00    17  kworker/17:1H-kblockd
06:38:30 PM     0       799    0.00    0.01    0.00    0.00    0.01     2  haveged
06:38:30 PM     0      1090    0.00    0.00    0.00    0.00    0.00     9  xfsaild/dm-3
06:38:30 PM     0      1121    0.00    0.00    0.00    0.00    0.00    11  irq/86-brcmf_pc
06:38:30 PM     0      1149    0.00    0.00    0.00    0.00    0.00     1  auditd
06:38:30 PM     0      1398    0.01    0.01    0.00    0.00    0.01     5  irqbalance
06:38:30 PM   499      1408    0.02    0.00    0.00    0.00    0.02    15  dbus-daemon
06:38:30 PM   494      1479    0.00    0.00    0.00    0.00    0.00    17  polkitd
06:38:30 PM     0      1481    0.00    0.00    0.00    0.00    0.00    18  smartd
06:38:30 PM     0      1483    0.03    0.00    0.00    0.00    0.03     7  NetworkManager
06:38:30 PM     0      1522    0.00    0.00    0.00    0.00    0.00     4  rsyslogd
06:38:30 PM     0      1554    0.00    0.00    0.00    0.00    0.00     6  systemd-logind
06:38:30 PM     0      1555    0.00    0.00    0.00    0.00    0.00     9  nm-openconnect-
06:38:30 PM   466      1559    0.00    0.00    0.00    0.00    0.00     8  chronyd
06:38:30 PM   501      1603    0.00    0.00    0.00    0.00    0.00     7  gvfsd-fuse
06:38:30 PM     0      1618    0.00    0.00    0.00    0.00    0.00    14  ModemManager
06:38:30 PM   501      1635    0.00    0.00    0.00    0.00    0.00     6  at-spi-bus-laun
06:38:30 PM   463      1681    0.00    0.00    0.00    0.00    0.00    10  openconnect
06:38:30 PM     0      1813    0.00    0.00    0.00    0.00    0.00     3  kworker/3:2-mm_percpu_wq
06:38:30 PM     0      1859    0.00    0.00    0.00    0.00    0.00     8  kworker/8:0-mm_percpu_wq
06:38:30 PM     0      1905    0.00    0.00    0.00    0.00    0.00     1  kworker/1:2-rcu_par_gp
06:38:30 PM     0      1918    0.00    0.00    0.00    0.00    0.00     7  kworker/7:1-nfsiod
06:38:30 PM     0      1932    0.00    0.00    0.00    0.00    0.00     4  kworker/4:0-nfsiod
06:38:30 PM    51      1974    0.00    0.00    0.00    0.00    0.00    17  pickup
06:38:30 PM     0      2022    0.00    0.00    0.00    0.00    0.00     9  kworker/9:0-mm_percpu_wq
06:38:30 PM     0      2032    0.00    0.00    0.00    0.00    0.00     1  cron
06:38:30 PM     0      2034    0.00    0.00    0.00    0.00    0.00    10  kworker/10:0-events_freezable_power_
06:38:30 PM     0      2048    0.00    0.00    0.00    0.00    0.00    11  kworker/11:2-mm_percpu_wq
06:38:30 PM     0      2053    0.00    0.00    0.00    0.00    0.00    19  kworker/u40:3-rpciod
06:38:30 PM     0      2130    0.00    0.00    0.00    0.00    0.00    13  kworker/13:2-mm_percpu_wq
06:38:30 PM     0      2198    0.00    0.00    0.00    0.00    0.00     1  kworker/1:0-rcu_gp
06:38:30 PM     0      2228    0.00    0.00    0.00    0.00    0.00     5  systemd
06:38:30 PM     0      2255    0.00    0.00    0.00    0.00    0.00    18  kworker/18:2-mm_percpu_wq
06:38:30 PM     0      2286    0.00    0.00    0.00    0.00    0.00     4  kworker/u40:0-btrfs-endio-write
06:38:30 PM     0      2315    0.00    0.00    0.00    0.00    0.00     7  kworker/u40:2-rpciod
06:38:30 PM     0      2425    0.00    0.00    0.00    0.00    0.00     5  gdg
06:38:30 PM     0      2878    0.00    0.00    0.00    0.00    0.00    10  dbus-daemon
06:38:30 PM     0      2927    0.00    0.00    0.00    0.00    0.00     9  dconf-service
06:38:30 PM     0      2947    0.00    0.00    0.00    0.00    0.00    14  baloo_file
06:38:30 PM     0      2954    0.01    0.00    0.00    0.00    0.01    17  udisksd
06:38:30 PM     0      3005    0.00    0.00    0.00    0.00    0.00    16  upowerd
06:38:30 PM     0      4113    0.00    0.00    0.00    0.00    0.00     0  login
