zzz ***Sat Mar 6 11:22:08 EST 2021
Netid  State      Recv-Q  Send-Q                                  Local Address:Port                                        Peer Address:Port                                                                                                   
u_str  ESTAB      0       0                                   /run/user/501/bus 57681                                                  * 63551                   users:(("dbus-daemon",pid=4256,fd=33)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                                                   * 31540                                                  * 61560                   users:(("dconf-service",pid=4303,fd=2)) -->                                    
u_str  ESTAB      0       0                                                   * 5764996                                                * 5778319                 users:(("cupsd",pid=20556,fd=2),("cupsd",pid=20556,fd=1)) -->                  
u_str  ESTAB      0       0                                                   * 43894                                                  * 65566                   users:(("kscreen_backend",pid=4486,fd=2)) -->                                  
u_str  ESTAB      0       0                                   /run/user/501/bus 31526                                                  * 26495                   users:(("dbus-daemon",pid=4256,fd=13)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                                                   * 5658558                                                * 5658557                 users:(("master",pid=12165,fd=20),("pickup",pid=10091,fd=5)) <->               
u_str  ESTAB      0       0                                                   * 3568713                                                * 3568714                 users:(("unbound",pid=11851,fd=24)) <->                                        
u_str  ESTAB      0       0                                                   * 5658583                                                * 5658584                 users:(("master",pid=12165,fd=46)) <->                                         
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 3554157                                                * 3568688                 users:(("systemd-journal",pid=11264,fd=43),("systemd",pid=1,fd=118)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 26513                                                  * 55186                   users:(("baloorunner",pid=4453,fd=6)) <->                                      
u_str  ESTAB      0       0                                                   * 57317                                                  * 14289                   users:(("plasmashell",pid=4323,fd=6)) <->                                      
u_dgr  UNCONN     0       0                                                   * 40160                                                  * 20076                   users:(("polkitd",pid=1479,fd=10)) <->                                         
u_str  ESTAB      0       0                                                   * 57663                                                  * 52530                   users:(("kactivitymanage",pid=4338,fd=2)) -->                                  
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 52529                                                  * 57662                   users:(("systemd-journal",pid=11264,fd=32),("systemd",pid=1,fd=129)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 8678389                                                * 8711164                 users:(("plasmashell",pid=4323,fd=34)) <->                                     
u_str  ESTAB      0       0                                                   * 3568715                                                * 3568716                 users:(("unbound",pid=11851,fd=26)) <->                                        
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 54981                                                  * 52651                   users:(("systemd-journal",pid=11264,fd=35),("systemd",pid=1,fd=126)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 8778499                                                * 8793202                 users:(("at-spi-bus-laun",pid=1635,fd=8)) <->                                  
u_str  ESTAB      0       0                                  @/tmp/.X11-unix/X0 56021                                                  * 57300                   users:(("X",pid=4242,fd=37)) <->                                               
u_str  ESTAB      0       0                                  @/tmp/.X11-unix/X0 56011                                                  * 57297                   users:(("X",pid=4242,fd=35)) <->                                               
u_str  ESTAB      0       0                                     /run/user/0/bus 48279                                                  * 34405                   users:(("dbus-daemon",pid=2878,fd=17)) <-> ino:32588 dev:0/62                  
u_str  ESTAB      0       0                                @/tmp/.ICE-unix/4315 14288                                                  * 63536                   users:(("ksmserver",pid=4315,fd=19)) <->                                       
u_str  ESTAB      0       0                                                   * 31556                                                  * 54964                   users:(("xembedsniproxy",pid=4325,fd=3)) <->                                   
u_dgr  UNCONN     0       0                                                   * 9919572                                                * 20082                   users:(("systemd",pid=1,fd=18)) <->                                            
u_str  ESTAB      0       0                                                   * 5658599                                                * 5658598                 users:(("master",pid=12165,fd=62)) <->                                         
u_str  ESTAB      0       0                                                   * 26518                                                  * 53480                   users:(("kscreen_backend",pid=4486,fd=3)) <->                                  
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 49740                                                  * 58887                   users:(("systemd-journal",pid=11264,fd=26),("systemd",pid=1,fd=135)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 5658580                                                * 5658581                 users:(("master",pid=12165,fd=43)) <->                                         
u_str  ESTAB      0       0                                                   * 3568706                                                * 3568705                 users:(("unbound",pid=11851,fd=17)) <->                                        
u_str  ESTAB      0       0                                                   * 24126                                                  * 43310                   users:(("baloo_file",pid=2947,fd=12)) <->                                      
u_str  ESTAB      0       0                                                   * 53467                                                  * 62504                   users:(("korgac",pid=4456,fd=3)) <->                                           
u_dgr  UNCONN     0       0                                                   * 50238                                                  * 0                       users:(("udisksd",pid=2954,fd=3)) <->                                          
u_dgr  UNCONN     0       0                                                   * 9869324                                                * 20076                   users:(("su",pid=32529,fd=3)) <->                                              
u_str  ESTAB      0       0                                @/tmp/.ICE-unix/4315 63534                                                  * 64528                   users:(("ksmserver",pid=4315,fd=17)) <->                                       
u_str  ESTAB      0       0                                                   * 41073                                                  * 15097                   users:(("dbus-daemon",pid=1408,fd=2),("dbus-daemon",pid=1408,fd=1)) -->        
u_str  ESTAB      0       0                                                   * 5658604                                                * 5658605                 users:(("master",pid=12165,fd=67)) <->                                         
u_str  ESTAB      0       0                                                   * 5658593                                                * 5658592                 users:(("master",pid=12165,fd=56)) <->                                         
u_str  ESTAB      0       0                                                   * 5658584                                                * 5658583                 users:(("master",pid=12165,fd=47)) <->                                         
u_str  ESTAB      0       0                                                   * 3568703                                                * 3568704                 users:(("unbound",pid=11851,fd=14)) <->                                        
u_str  ESTAB      0       0                                  @/tmp/.X11-unix/X0 62500                                                  * 26511                   users:(("X",pid=4242,fd=52)) <->                                               
u_str  ESTAB      0       0                                @/tmp/.ICE-unix/4315 14289                                                  * 57317                   users:(("ksmserver",pid=4315,fd=20)) <->                                       
u_str  ESTAB      0       0                                   /run/user/501/bus 31524                                                  * 26494                   users:(("dbus-daemon",pid=4256,fd=11)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 61559                                                  * 31539                   users:(("systemd-journal",pid=11264,fd=30),("systemd",pid=1,fd=131)) <-- ino:20081 dev:0/25
u_dgr  UNCONN     0       0                                                   * 5754587                                                * 20062                   users:(("systemd-journal",pid=11264,fd=54)) <->                                
u_str  ESTAB      0       0                                                   * 52651                                                  * 54981                   users:(("rtkit-daemon",pid=4366,fd=2),("rtkit-daemon",pid=4366,fd=1)) -->      
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 29320                                                  * 34276                   users:(("systemd-journal",pid=11264,fd=6),("systemd",pid=1,fd=153)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 5658561                                                * 5658560                 users:(("master",pid=12165,fd=23)) <->                                         
u_str  ESTAB      0       0                                                   * 8650491                                                * 8794175                 users:(("at-spi-bus-laun",pid=1635,fd=2),("at-spi-bus-laun",pid=1635,fd=1)) -->
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 8779022                                                * 8792265                 users:(("systemd-journal",pid=11264,fd=45),("systemd",pid=1,fd=116)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 5760736                                                * 5754473                 users:(("systemd",pid=1,fd=14)) <->                                            
u_str  ESTAB      0       0                                                   * 5658622                                                * 5658623                 users:(("master",pid=12165,fd=85)) <->                                         
u_str  ESTAB      0       0                                                   * 62509                                                  * 47678                   users:(("org_kde_powerde",pid=4462,fd=8)) <->                                  
u_str  ESTAB      0       0                         /run/dbus/system_bus_socket 43310                                                  * 24126                   users:(("dbus-daemon",pid=1408,fd=21)) <-> ino:29168 dev:0/25                  
u_str  ESTAB      0       0                                                   * 44883                                                  * 65547                   users:(("korgac",pid=4456,fd=9)) <->                                           
u_str  ESTAB      0       0                                  @/tmp/.X11-unix/X0 56023                                                  * 43856                   users:(("X",pid=4242,fd=38)) <->                                               
u_dgr  UNCONN     0       0                                                   * 95611                                                  * 20076                   users:(("rpc.statd",pid=9110,fd=4)) <->                                        
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 41525                                                  * 48278                   users:(("systemd-journal",pid=11264,fd=20),("systemd",pid=1,fd=140)) <-- ino:20081 dev:0/25
u_dgr  UNCONN     0       0                                                   * 31527                                                  * 20076                   users:(("dbus-daemon",pid=4256,fd=14)) <->                                     
u_str  ESTAB      0       0                          /run/user/501/pulse/native 8711164                                                * 8678389                 users:(("pulseaudio",pid=4364,fd=22)) <-> ino:57268 dev:0/68                   
u_str  ESTAB      0       0                                                   * 41168                                                  * 38978                   users:(("mcelog",pid=1528,fd=2),("mcelog",pid=1528,fd=1)) -->                  
u_str  ESTAB      0       0                                                   * 43893                                                  * 65565                   users:(("kscreen_backend",pid=4486,fd=1)) -->                                  
u_str  ESTAB      0       0                                                   * 26512                                                  * 62501                   users:(("kded5",pid=4284,fd=45)) <->                                           
u_str  ESTAB      0       0                                   /run/user/501/bus 49897                                                  * 58933                   users:(("dbus-daemon",pid=4256,fd=34)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 61555                                                  * 31531                   users:(("systemd-journal",pid=11264,fd=28),("systemd",pid=1,fd=133)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 9530717                                                * 0                       users:(("sshd",pid=23656,fd=6),("sshd",pid=23654,fd=6)) ---                    
u_dgr  UNCONN     0       0                                                   * 5765271                                                * 20076                   users:(("qmgr",pid=12167,fd=7)) <->                                            
u_str  ESTAB      0       0                                                   * 57304                                                  * 53444                   users:(("ksmserver",pid=4315,fd=8)) <->                                        
u_str  ESTAB      0       0                                                   * 63520                                                  * 31550                   users:(("ksmserver",pid=4315,fd=4)) <->                                        
u_str  ESTAB      0       0                         /run/dbus/system_bus_socket 5749959                                                * 5760723                 users:(("dbus-daemon",pid=1408,fd=18)) <-> ino:29168 dev:0/25                  
u_str  ESTAB      0       0                                                   * 5658563                                                * 5658562                 users:(("qmgr",pid=12167,fd=5),("master",pid=12165,fd=26)) <->                 
u_str  ESTAB      0       0                                                   * 50237                                                  * 42441                   users:(("udisksd",pid=2954,fd=2),("udisksd",pid=2954,fd=1)) -->                
u_str  ESTAB      0       0                                                   * 44872                                                  * 52545                   users:(("pulseaudio",pid=4364,fd=2),("pulseaudio",pid=4364,fd=1)) -->          
u_str  ESTAB      0       0                          /run/user/501/pulse/native 43913                                                  * 57703                   users:(("pulseaudio",pid=4364,fd=9)) <-> ino:57268 dev:0/68                    
u_str  ESTAB      0       0                                                   * 24255                                                  * 44481                   users:(("upowerd",pid=3005,fd=2),("upowerd",pid=3005,fd=1)) -->                
u_str  ESTAB      0       15360                              @/tmp/.X11-unix/X0 44886                                                  * 47680                   users:(("X",pid=4242,fd=57)) <->                                               
u_str  ESTAB      0       0                                                   * 14306                                                  * 43914                   users:(("org_kde_powerde",pid=4462,fd=24)) <->                                 
u_str  ESTAB      0       0                                                   * 59554                                                  * 63553                   users:(("xdg-desktop-por",pid=4442,fd=6)) <->                                  
u_str  ESTAB      0       0                                                   * 57300                                                  * 56021                   users:(("kaccess",pid=4291,fd=3)) <->                                          
u_str  ESTAB      0       0                                @/tmp/.ICE-unix/4315 14286                                                  * 58916                   users:(("ksmserver",pid=4315,fd=18)) <->                                       
u_str  ESTAB      0       0                                                   * 5658601                                                * 5658602                 users:(("master",pid=12165,fd=64)) <->                                         
u_str  ESTAB      0       0                                                   * 3568707                                                * 3568708                 users:(("unbound",pid=11851,fd=18)) <->                                        
u_str  ESTAB      0       0                                                   * 26482                                                  * 26483                   users:(("dbus-daemon",pid=4256,fd=6)) <->                                      
u_dgr  UNCONN     0       0                                                   * 44109                                                  * 20076                   users:(("chronyd",pid=1559,fd=0)) <->                                          
u_str  ESTAB      0       0                         /run/dbus/system_bus_socket 41169                                                  * 40158                   users:(("dbus-daemon",pid=1408,fd=13)) <-> ino:29168 dev:0/25                  
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 34449                                                  * 30636                   users:(("systemd-journal",pid=11264,fd=23),("systemd",pid=1,fd=137)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                   /run/user/501/bus 8791305                                                * 8731212                 users:(("dbus-daemon",pid=4256,fd=31)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                                  @/tmp/.X11-unix/X0 31547                                                  * 63518                   users:(("X",pid=4242,fd=39)) <->                                               
u_str  ESTAB      0       0                                                   * 43033                                                  * 15089                   users:(("irqbalance",pid=1398,fd=2),("irqbalance",pid=1398,fd=1)) -->          
u_str  ESTAB      0       0                                                   * 49888                                                  * 57657                   users:(("kwin_x11",pid=4318,fd=8)) <->                                         
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 61560                                                  * 31540                   users:(("systemd-journal",pid=11264,fd=31),("systemd",pid=1,fd=130)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 5764999                                                * 5769764                 users:(("cupsd",pid=20556,fd=5)) <->                                           
u_str  ESTAB      0       0                                                   * 5658620                                                * 5658619                 users:(("master",pid=12165,fd=83)) <->                                         
u_str  ESTAB      0       0                                  @/tmp/.X11-unix/X0 54975                                                  * 43860                   users:(("X",pid=4242,fd=47)) <->                                               
u_str  ESTAB      0       0                                   /run/user/501/bus 31541                                                  * 56027                   users:(("dbus-daemon",pid=4256,fd=16)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 42441                                                  * 50237                   users:(("systemd-journal",pid=11264,fd=21),("systemd",pid=1,fd=139)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 17325                                                  * 41170                   users:(("systemd-logind",pid=1554,fd=12)) <->                                  
u_str  ESTAB      0       0                                                   * 8792267                                                * 8795549                 users:(("gvfsd",pid=1598,fd=5)) <->                                            
u_str  ESTAB      0       0                                @/tmp/.ICE-unix/4315 61602                                                  * 53469                   users:(("ksmserver",pid=4315,fd=26)) <->                                       
u_dgr  UNCONN     0       0                                                   * 48265                                                  * 20076                   users:(("dbus-daemon",pid=2878,fd=15)) <->                                     
u_str  ESTAB      0       0                                                   * 41085                                                  * 41086                   users:(("dbus-daemon",pid=1408,fd=7)) <->                                      
u_str  ESTAB      0       0                                                   * 60059                                                  * 68143                   users:(("file.so",pid=5391,fd=4)) <->                                          
u_str  ESTAB      0       0                                   /run/user/501/bus 56029                                                  * 14287                   users:(("dbus-daemon",pid=4256,fd=26)) <-> ino:57265 dev:0/68                  
u_dgr  UNCONN     0       0                                                   * 57256                                                  * 57255                   users:(("systemd",pid=4115,fd=16)) <->                                         
u_str  ESTAB      0       0                                                   * 45339                                                  * 16075                   users:(("upowerd",pid=3005,fd=5)) <->                                          
u_dgr  UNCONN     0       0                                                   * 20064                                                  * 20065                   users:(("systemd",pid=1,fd=26)) <->                                            
u_str  ESTAB      0       0                                                   * 55150                                                  * 57674                   users:(("gconf-helper",pid=4390,fd=3)) <->                                     
u_str  ESTAB      0       0                                   /run/user/501/bus 56031                                                  * 47644                   users:(("dbus-daemon",pid=4256,fd=28)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                                   /run/user/501/bus 57658                                                  * 52201                   users:(("dbus-daemon",pid=4256,fd=23)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                                                   * 63536                                                  * 14288                   users:(("kdeconnectd",pid=4345,fd=6)) <->                                      
u_str  ESTAB      0       0                         /run/dbus/system_bus_socket 52200                                                  * 49889                   users:(("dbus-daemon",pid=1408,fd=24)) <-> ino:29168 dev:0/25                  
u_str  ESTAB      0       0                                                   * 5658571                                                * 5658572                 users:(("master",pid=12165,fd=34)) <->                                         
u_dgr  UNCONN     0       0                                                   * 26522                                                  * 20076                   users:(("obexd",pid=4513,fd=3)) <->                                            
u_str  ESTAB      0       0                                                   * 43862                                                  * 63542                   users:(("xsettingsd",pid=4376,fd=3)) <->                                       
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 29309                                                  * 44199                   users:(("systemd-journal",pid=11264,fd=7),("systemd",pid=1,fd=152)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 58918                                                  * 44873                   users:(("kdeconnectd",pid=4345,fd=10)) <->                                     
u_str  ESTAB      0       0                                                   * 48243                                                  * 48242                   users:(("dbus-daemon",pid=2878,fd=8)) <->                                      
u_str  ESTAB      0       0                                                   * 8792265                                                * 8779022                 users:(("gvfsd-fuse",pid=1603,fd=2),("gvfsd-fuse",pid=1603,fd=1),("gvfsd",pid=1598,fd=2),("gvfsd",pid=1598,fd=1)) -->
u_str  ESTAB      0       0                         /run/dbus/system_bus_socket 30247                                                  * 31238                   users:(("dbus-daemon",pid=1408,fd=17)) <-> ino:29168 dev:0/25                  
u_str  ESTAB      0       0                                                   * 43905                                                  * 65574                   users:(("obexd",pid=4513,fd=1)) -->                                            
u_str  ESTAB      0       0                                   /run/user/501/bus 65547                                                  * 44883                   users:(("dbus-daemon",pid=4256,fd=12)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                                                   * 5658616                                                * 5658617                 users:(("master",pid=12165,fd=79)) <->                                         
u_str  ESTAB      0       0                                                   * 5658613                                                * 5658614                 users:(("master",pid=12165,fd=76)) <->                                         
u_dgr  UNCONN     0       0                                                   * 5764387                                                * 5764386                 users:(("systemd-udevd",pid=11447,fd=8)) <->                                   
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 5761457                                                * 5764370                 users:(("systemd-journal",pid=11264,fd=9),("systemd",pid=1,fd=154)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 62510                                                  * 57333                   users:(("org_kde_powerde",pid=4462,fd=9)) <->                                  
u_str  ESTAB      0       0                                                   * 15807                                                  * 41089                   users:(("NetworkManager",pid=1483,fd=6)) <->                                   
u_str  ESTAB      0       0                                                   * 9842804                                                * 9842805                 users:(("sshd",pid=28230,fd=5)) <->                                            
u_str  ESTAB      0       0                                                   * 5658569                                                * 5658568                 users:(("master",pid=12165,fd=32)) <->                                         
u_str  ESTAB      0       0                                                   * 5658560                                                * 5658561                 users:(("master",pid=12165,fd=22)) <->                                         
u_str  ESTAB      0       0                                                   * 64528                                                  * 63534                   users:(("polkit-kde-auth",pid=4327,fd=6)) <->                                  
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 34450                                                  * 30637                   users:(("systemd-journal",pid=11264,fd=24),("systemd",pid=1,fd=136)) <-- ino:20081 dev:0/25
u_dgr  UNCONN     0       0                                                   * 22001                                                  * 22002                   users:(("systemd",pid=1,fd=158)) <->                                           
u_str  ESTAB      0       0                                  @/tmp/.X11-unix/X0 58936                                                  * 65545                   users:(("X",pid=4242,fd=36)) <->                                               
u_str  ESTAB      0       0                                   /run/user/501/bus 57674                                                  * 55150                   users:(("dbus-daemon",pid=4256,fd=32)) <-> ino:57265 dev:0/68                  
u_str  ESTAB      0       0                                                   * 47639                                                  * 52174                   users:(("xinit",pid=4241,fd=3)) <->                                            
u_str  ESTAB      0       0                         /run/systemd/journal/stdout 41524                                                  * 48277                   users:(("systemd-journal",pid=11264,fd=19),("systemd",pid=1,fd=141)) <-- ino:20081 dev:0/25
u_str  ESTAB      0       0                                                   * 47202                                                  * 43296                   users:(("systemd",pid=2228,fd=18)) <->                                         
icmp6  UNCONN     0       0                                                   *:58                                                     *:*                       users:(("NetworkManager",pid=1483,fd=21)) ino:39166 sk:188 v6only:0 <->        
udp    UNCONN     0       0                                           127.0.0.1:53                                               0.0.0.0:*                       users:(("unbound",pid=11851,fd=5)) ino:3568692 sk:232 <->                      
udp    ESTAB      0       0                                   192.168.0.115%em1:68                                           192.168.0.1:67                      users:(("NetworkManager",pid=1483,fd=23)) ino:39170 sk:189 <->                 
udp    UNCONN     0       0                                             0.0.0.0:111                                              0.0.0.0:*                       users:(("rpcbind",pid=9106,fd=5),("systemd",pid=1,fd=45)) ino:77730 sk:233 <-> 
udp    UNCONN     0       0                                           127.0.0.1:323                                              0.0.0.0:*                       users:(("chronyd",pid=1559,fd=1)) ino:44111 sk:234 <->                         
udp    UNCONN     0       0                                             0.0.0.0:802                                              0.0.0.0:*                       users:(("rpcbind",pid=9106,fd=10)) ino:87547 sk:235 <->                        
udp    UNCONN     0       0                                           127.0.0.1:806                                              0.0.0.0:*                       users:(("rpc.statd",pid=9110,fd=5)) ino:95613 sk:236 <->                       
udp    UNCONN     0       0                                             0.0.0.0:2049                                             0.0.0.0:*                       ino:101671 sk:237 <->                                                          
udp    UNCONN     0       0                                             0.0.0.0:5353                                             0.0.0.0:*                       users:(("avahi-daemon",pid=1496,fd=11)) uid:467 ino:13991 sk:238 <->           
udp    UNCONN     0       0                                             0.0.0.0:20048                                            0.0.0.0:*                       users:(("rpc.mountd",pid=9111,fd=7)) ino:102445 sk:239 <->                     
udp    UNCONN     0       0                                             0.0.0.0:41595                                            0.0.0.0:*                       ino:101674 sk:23a <->                                                          
udp    UNCONN     0       0                                             0.0.0.0:43780                                            0.0.0.0:*                       users:(("rpc.statd",pid=9110,fd=8)) uid:468 ino:95619 sk:23b <->               
udp    UNCONN     0       0                                             0.0.0.0:44935                                            0.0.0.0:*                       users:(("avahi-daemon",pid=1496,fd=13)) uid:467 ino:13993 sk:23c <->           
udp    ESTAB      0       0                                       192.168.0.115:46611                                     65.132.116.252:443                     users:(("openconnect",pid=1681,fd=7)) uid:463 ino:8729183 sk:2b4 <->           
udp    UNCONN     0       0                                               [::1]:53                                                  [::]:*                       users:(("unbound",pid=11851,fd=3)) ino:3568690 sk:23d v6only:1 <->             
udp    UNCONN     0       0                                                [::]:111                                                 [::]:*                       users:(("rpcbind",pid=9106,fd=7),("systemd",pid=1,fd=54)) ino:75691 sk:23e v6only:1 <->
udp    UNCONN     0       0                                               [::1]:323                                                 [::]:*                       users:(("chronyd",pid=1559,fd=2)) ino:44112 sk:23f v6only:1 <->                
udp    UNCONN     0       0                                                [::]:802                                                 [::]:*                       users:(("rpcbind",pid=9106,fd=11)) ino:87548 sk:240 v6only:1 <->               
udp    UNCONN     0       0                                                   *:1716                                                   *:*                       users:(("kdeconnectd",pid=4345,fd=11)) uid:501 ino:63539 sk:241 v6only:0 <->   
udp    UNCONN     0       0                                                [::]:2049                                                [::]:*                       ino:101673 sk:242 v6only:1 <->                                                 
udp    UNCONN     0       0                                                [::]:5353                                                [::]:*                       users:(("avahi-daemon",pid=1496,fd=12)) uid:467 ino:13992 sk:243 v6only:1 <->  
udp    UNCONN     0       0                                                [::]:20048                                               [::]:*                       users:(("rpc.mountd",pid=9111,fd=9)) ino:102450 sk:244 v6only:1 <->            
udp    UNCONN     0       0                                                [::]:36449                                               [::]:*                       users:(("avahi-daemon",pid=1496,fd=14)) uid:467 ino:13994 sk:245 v6only:1 <->  
udp    UNCONN     0       0                                                [::]:45565                                               [::]:*                       users:(("rpc.statd",pid=9110,fd=10)) uid:468 ino:95624 sk:246 v6only:1 <->     
udp    UNCONN     0       0                                                [::]:47607                                               [::]:*                       ino:101676 sk:247 v6only:1 <->                                                 
tcp    LISTEN     0       128                                           0.0.0.0:3000                                             0.0.0.0:*                       users:(("ruby.ruby2.5",pid=32141,fd=7)) uid:501 ino:8728932 sk:2c3 <->         
tcp    LISTEN     0       100                                         127.0.0.1:25                                               0.0.0.0:*                       users:(("master",pid=12165,fd=13)) ino:5658553 sk:249 <->                      
tcp    LISTEN     0       128                                         127.0.0.1:8953                                             0.0.0.0:*                       users:(("unbound",pid=11851,fd=8)) ino:3568695 sk:24a <->                      
tcp    LISTEN     0       64                                            0.0.0.0:43105                                            0.0.0.0:*                       ino:101675 sk:24c <->                                                          
tcp    LISTEN     0       64                                            0.0.0.0:2049                                             0.0.0.0:*                       ino:101661 sk:24d <->                                                          
tcp    LISTEN     0       128                                           0.0.0.0:59393                                            0.0.0.0:*                       users:(("rpc.statd",pid=9110,fd=9)) uid:468 ino:95622 sk:24e <->               
tcp    LISTEN     0       128                                           0.0.0.0:111                                              0.0.0.0:*                       users:(("rpcbind",pid=9106,fd=4),("systemd",pid=1,fd=44)) ino:95477 sk:24f <-> 
tcp    LISTEN     0       128                                           0.0.0.0:20048                                            0.0.0.0:*                       users:(("rpc.mountd",pid=9111,fd=8)) ino:102448 sk:250 <->                     
tcp    LISTEN     0       128                                         127.0.0.1:53                                               0.0.0.0:*                       users:(("unbound",pid=11851,fd=6)) ino:3568693 sk:251 <->                      
tcp    LISTEN     0       128                                           0.0.0.0:22                                               0.0.0.0:*                       users:(("sshd",pid=1613,fd=3)) ino:34283 sk:252 <->                            
tcp    LISTEN     0       5                                           127.0.0.1:631                                              0.0.0.0:*                       users:(("cupsd",pid=20556,fd=7)) ino:5765001 sk:253 <->                        
tcp    ESTAB      0       0                                       192.168.0.115:53082                                      192.168.1.210:22                      users:(("ssh",pid=26194,fd=3)) timer:(keepalive,105min,0) uid:501 ino:9469700 sk:2b6 <->
tcp    ESTAB      0       0                                       192.168.0.115:22                                          192.168.0.75:50607                   users:(("sshd",pid=25439,fd=4),("sshd",pid=25437,fd=4)) timer:(keepalive,,0) ino:9528676 sk:2b7 <->
tcp    ESTAB      0       0                                       192.168.0.115:22                                          192.168.0.75:64352                   users:(("sshd",pid=23656,fd=4),("sshd",pid=23654,fd=4)) timer:(keepalive,105min,0) ino:9528527 sk:2b8 <->
tcp    ESTAB      0       0                                       192.168.0.115:48522                                     65.132.116.252:443                     users:(("openconnect",pid=1681,fd=5)) uid:463 ino:8729179 sk:2b9 <->           
tcp    TIME-WAIT  0       0                                       192.168.0.115:57708                                     172.217.12.170:443                     timer:(timewait,6.516ms,0) ino:0 sk:6e7                                        
tcp    ESTAB      0       0                                       192.168.0.115:2049                                        192.168.0.75:50150                   uid:501 ino:9503851 sk:2ba <->                                                 
tcp    ESTAB      0       0                                       192.168.0.115:938                                        192.168.1.149:2049                    timer:(keepalive,3.588ms,0) ino:85223 sk:197 <->                               
tcp    ESTAB      0       0                                       192.168.0.115:22                                          192.168.0.75:58647                   users:(("sshd",pid=28230,fd=4),("sshd",pid=28228,fd=4)) timer:(keepalive,58min,0) ino:9845793 sk:4bf <->
tcp    LISTEN     0       100                                             [::1]:25                                                  [::]:*                       users:(("master",pid=12165,fd=14)) ino:5658554 sk:254 v6only:1 <->             
tcp    LISTEN     0       128                                             [::1]:8953                                                [::]:*                       users:(("unbound",pid=11851,fd=7)) ino:3568694 sk:255 v6only:1 <->             
tcp    LISTEN     0       128                                              [::]:56537                                               [::]:*                       users:(("rpc.statd",pid=9110,fd=11)) uid:468 ino:95626 sk:256 v6only:1 <->     
tcp    LISTEN     0       64                                               [::]:2049                                                [::]:*                       ino:101672 sk:257 v6only:1 <->                                                 
tcp    LISTEN     0       64                                               [::]:39207                                               [::]:*                       ino:101677 sk:258 v6only:1 <->                                                 
